Time (ms)     cl  pb      cost
    214.81    2   41    340.993
    224.35    2   42    449.190
    209.86    2   43    302.070
    226.08    2   44    379.741
    242.21    2   45    317.882
    208.50    3    1    986.401
    136.73    3    2   1148.484
    160.36    3    3   1849.548
    153.61    3    4   1048.840
    152.74    3    5   1120.176
    160.38    3    6    811.867
    148.63    3    7   1307.313
    136.33    3    8    742.382
    152.26    3    9    532.502
    148.79    3   10   1257.180
    152.87    3   11   1550.521
    149.79    3   12    782.127
    155.74    3   13    930.747
    156.07    3   14    895.980
    147.95    3   15   1380.401
    171.18    3   16    876.314
    159.34    3   17    876.659
    228.03    3   18   1284.067
    223.26    3   19    976.385
    157.12    3   20   1013.614
    241.60    3   21   1044.051
    144.11    3   22    629.219
    215.49    3   23    894.451
    242.68    3   24    993.302
    234.52    3   25   1118.495
    219.95    3   26    897.864
    257.23    3   27   1595.102
    165.72    3   28   1423.340
    164.39    3   29   1624.567
    231.12    3   30   1712.211
    153.56    3   31    582.478
    212.65    3   32    764.304
    147.00    3   33   1102.706
    208.61    3   34    811.465
    232.83    3   35    892.035
    216.76    3   36    898.224
    207.37    3   37   1134.606
    202.10    3   38    941.881
    222.27    3   39    954.238
    151.43    3   40   1129.026
    237.27    3   41    466.466
    148.31    3   42    598.421
    215.74    3   43   1007.816
    208.25    3   44   1207.665
    182.69    3   45    606.780
    158.95    4    1   1792.797
    160.87    4    2   2032.896
    155.76    4    3   1747.840
    182.62    4    4   1630.679
    173.26    4    5   1352.182
    264.39    4    6    752.723
    208.35    4    7   2226.107
    253.05    4    8   1467.591
    163.42    4    9   2325.051
    158.68    4   10   1596.790
    220.29    4   11   3125.086
    220.83    4   12   2254.586
    218.36    4   13   1272.683
    227.63    4   14   1644.573
    217.18    4   15   1034.105
    229.81    4   16   2019.831
    237.40    4   17   1692.690
    214.82    4   18   2467.920
    213.85    4   19   2134.900
    211.29    4   20   1540.284
    213.57    4   21   2102.750
    207.31    4   22   1134.662
    199.94    4   23   1469.965
    210.96    4   24   1287.466
    224.68    4   25   1285.390
    147.71    4   26   2208.392
    216.37    4   27   1956.533
    209.61    4   28   2899.504
    149.56    4   29   1832.022
    210.05    4   30   2175.749
    149.95    4   31   1571.769
    270.28    4   32   1591.035
    217.64    4   33   2590.268
    166.68    4   34   1559.501
    229.36    4   35   2016.501
    258.93    4   36   1229.514
    219.25    4   37   1085.946
    215.84    4   38   1459.812
    250.17    4   39   1403.689
    142.73    4   40   2362.333
    234.99    4   41   1564.637
    164.74    4   42   1992.407
    145.12    4   43   1369.418
    160.13    4   44   1246.963
    166.85    4   45   1059.298
    146.01    5    1    417.734
    234.94    5    2    613.647
    166.36    5    3    520.636
    156.90    5    4    940.656
    196.28    5    5    695.917
    154.92    5    6    302.284
    155.93    5    7    604.768
    158.08    5    8   1098.815
    220.40    5    9   1085.091
    228.67    5   10    436.540
    207.55    5   11    384.682
    167.09    5   12    717.187
    218.09    5   13    396.167
    212.30    5   14    473.124
    224.32    5   15    293.456
    236.00    5   16    812.393
    153.67    5   17    568.693
    277.09    5   18    625.793
    234.14    5   19    596.397
    224.80    5   20    533.447
    170.08    5   21    592.035
    177.69    5   22    466.421
    191.10    5   23    609.729
    222.60    5   24    447.353
    187.77    5   25    598.035
    182.74    5   26    548.756
    231.65    5   27    522.331
    166.06    5   28    348.669
    201.18    5   29    753.071
    210.95    5   30    400.816
    158.16    5   31    925.239
    222.44    5   32    852.765
    155.24    5   33    553.493
    228.59    5   34    764.792
    229.57    5   35    350.827
    164.37    5   36    709.857
    163.15    5   37    636.896
    203.06    5   38    740.495
    152.23    5   39   1017.785
    159.08    5   40    547.395
    229.47    5   41   1149.856
    212.19    5   42    878.545
    241.66    5   43    816.485
    217.19    5   44    455.182
    221.37    5   45    714.196
    157.85    6    1   1683.984
    186.09    6    2   1389.850
    160.49    6    3   1300.789
    196.66    6    4   1087.508
    223.65    6    5   1262.525
    158.47    6    6   1674.518
    146.46    6    7   1014.518
    160.90    6    8   1789.529
    171.33    6    9   1702.425
    164.31    6   10   1543.062
    199.58    6   11   1133.139
    167.34    6   12   1469.151
    227.50    6   13   1650.981
    160.26    6   14   2516.978
    239.95    6   15   1958.507
    184.94    6   16   1462.683
    234.26    6   17   1412.479
    222.52    6   18   1693.606
    216.41    6   19   1051.714
    226.75    6   20   1232.383
    271.47    6   21   1119.857
    226.02    6   22   1731.491
    160.56    6   23   1068.498
    222.76    6   24   1166.931
    239.98    6   25   1514.343
    160.08    6   26   1513.173
    226.33    6   27   2213.963
    236.87    6   28   1369.055
    167.51    6   29   1748.916
    227.69    6   30   1488.768
    216.05    6   31   1224.645
    159.99    6   32   1684.687
    154.58    6   33   1428.077
    164.49    6   34   1430.409
    245.61    6   35   1548.518
    152.51    6   36   1395.196
    148.55    6   37   1379.772
    164.77    6   38   1617.625
    158.28    6   39   1454.071
    213.67    6   40   2171.156
    165.46    6   41   1761.968
    221.46    6   42   2058.981
    168.00    6   43   2066.729
    215.74    6   44   2022.725
    236.71    6   45   1011.555
    209.35    7    1    347.703
    219.87    7    2    603.594
    332.33    7    3    356.936
    247.04    7    4   1189.515
    235.24    7    5   1140.415
    335.02    7    6    659.499
    353.79    7    7    546.014
    313.05    7    8    408.511
    229.90    7    9   1186.432
    204.06    7   10    944.758
    205.98    7   11    577.015
    235.12    7   12   2481.932
    239.12    7   13   2182.725
    233.66    7   14    961.776
    277.86    7   15    785.823
    270.07    7   16    953.604
    236.59    7   17   2286.258
    208.42    7   18   1001.281
    211.38    7   19   2352.771
    222.43    7   20   1870.815
    205.84    7   21   1072.476
    223.83    7   22    909.717
    221.93    7   23   1966.239
    236.37    7   24   1931.529
    211.82    7   25   3774.604
    218.18    7   26   3171.673
    170.77    7   27   1279.382
    226.27    7   28    804.533
    245.34    7   29   1444.131
    224.33    7   30   3426.119
    220.40    7   31   2249.023
    215.72    7   32   4445.085
    214.76    7   33   4002.810
    214.28    7   34   4619.993
    212.70    7   35   2097.215
    206.76    7   36   3324.274
    209.09    7   37   3321.403
    224.56    7   38   4883.970
    209.20    7   39    606.014
    208.70    7   40   1054.014
    158.99    7   41   2970.919
    147.50    7   42   3743.487
    160.06    7   43   2067.956
    151.52    7   44   3763.952
    220.73    7   45   5228.999
    161.81    8    1   1837.886
    167.88    8    2    443.079
    194.63    8    3   1865.526
    167.28    8    4   1286.993
    177.83    8    5   3055.679
    193.89    8    6   2726.495
    158.43    8    7   1178.205
    168.02    8    8   1149.431
    162.31    8    9    864.606
    171.70    8   10   1845.645
    170.80    8   11    612.731
    171.28    8   12   2177.873
    220.22    8   13   2255.623
    221.29    8   14   1808.291
    183.55    8   15    745.145
    204.94    8   16   2008.986
    179.37    8   17   2168.816
    184.74    8   18   1664.925
    175.59    8   19   1283.900
    192.06    8   20   3066.244
    199.27    8   21   2238.216
    168.36    8   22   1195.584
    182.28    8   23   1173.167
    174.73    8   24    887.397
    134.15    8   25   2101.680
    133.32    8   26   2763.940
    232.68    8   27   2398.008
    122.31    8   28    480.045
    119.79    8   29   1999.632
    126.43    8   30   2254.180
    134.11    8   31   3216.722
    199.07    8   32   2605.887
    164.90    8   33   1273.466
    136.01    8   34   1713.681
    191.68    8   35   1467.269
    194.20    8   36   4842.678
    217.28    8   37   1955.541
    182.34    8   38   3178.579
    187.83    8   39   3194.500
    149.13    8   40   1493.920
    155.34    8   41   2470.267
    143.79    8   42   2684.115
    198.47    8   43   1414.518
    176.07    8   44   1521.067
    177.79    8   45   1390.447
    201.77    9    1   1238.621
    156.30    9    2   1294.361
    171.30    9    3    952.909
    212.51    9    4   1031.208
    212.50    9    5   1798.229
    168.78    9    6   1269.222
    172.53    9    7    959.026
    213.45    9    8   1632.774
    188.31    9    9   1231.077
    211.85    9   10    939.887
    164.28    9   11    539.578
    220.96    9   12    507.157
    161.07    9   13    755.153
    179.80    9   14    589.385
    212.85    9   15    611.503
    218.15    9   16   1299.244
    149.23    9   17    750.099
    207.62    9   18    777.969
    211.39    9   19    839.855
    212.00    9   20   1061.758
    154.07    9   21   1137.656
    173.39    9   22    861.746
    216.85    9   23   1504.420
    167.15    9   24   1100.371
    235.17    9   25    615.948
    222.87    9   26    987.219
    193.54    9   27    893.717
    158.45    9   28    578.822
    206.75    9   29   1480.626
    177.02    9   30    961.801
    169.36    9   31    781.627
    140.61    9   32    608.560
    156.12    9   33    720.294
    152.23    9   34   1230.735
    154.73    9   35    946.895
    202.73    9   36    741.416
    168.30    9   37    809.952
    219.39    9   38   1277.938
    144.09    9   39    760.211
    145.52    9   40    770.118
    217.85    9   41   1167.997
    157.37    9   42    813.604
    225.96    9   43   1677.770
    151.81    9   44    806.392
    157.52    9   45   1669.365
    205.20   10    1    300.018
    141.27   10    2    725.550
    207.27   10    3    612.964
    221.51   10    4    737.728
    217.73   10    5    794.156
    205.38   10    6    666.042
    243.62   10    7    688.821
    213.58   10    8    613.850
    235.83   10    9    512.352
    169.06   10   10    790.167
    195.29   10   11    953.951
    166.15   10   12    688.457
    222.95   10   13    999.639
    160.44   10   14    801.436
    224.86   10   15    965.587
    160.20   10   16    569.813
    206.37   10   17    520.130
    216.50   10   18    278.263
    204.30   10   19    463.334
    208.65   10   20    324.202
    205.17   10   21    499.287
    213.10   10   22    473.980
    212.31   10   23    523.917
    220.94   10   24    578.374
    160.34   10   25    536.899
    228.38   10   26    666.684
    163.08   10   27    607.948
    252.86   10   28    746.188
    156.80   10   29    588.864
    230.36   10   30    660.323
    206.66   10   31    221.081
    151.85   10   32    533.471
    223.67   10   33    539.338
    168.85   10   34    466.297
    283.40   10   35    438.409
    176.43   10   36    608.407
    238.01   10   37   1173.228
    188.87   10   38    579.504
    312.14   10   39   1166.550
    202.14   10   40    189.615
    146.33   10   41    822.770
    249.46   10   42    783.589
    158.58   10   43    840.653
    229.35   10   44   1605.801
    239.19   10   45    268.096
