Building time 0.040000

   Time       cl    pb      cost
     0.570     1     1    287.419
     0.680     1     2    303.886
     0.540     1     3    367.602
     0.550     1     4    316.420
     0.430     1     5    266.215
     0.550     1     6    292.454
     0.450     1     7    283.707
     0.500     1     8    350.119
     0.490     1     9    304.581
     0.460     1    10    311.301
     0.470     1    11    364.816
     0.470     1    12    318.202
     0.420     1    13    307.299
     0.510     1    14    302.515
     0.580     1    15    276.532
     0.510     1    16    313.954
     0.620     1    17    322.252
     0.560     1    18    366.490
     0.500     1    19    320.329
     0.460     1    20    270.348
     0.500     1    21    308.240
     0.460     1    22    330.472
     0.500     1    23    312.299
     0.430     1    24    286.943
     0.460     1    25    298.566
     0.560     1    26    333.479
     0.500     1    27    415.688
     0.450     1    28    365.246
     0.470     1    29    313.528
     0.500     1    30    420.122
     0.470     1    31    295.047
     0.470     1    32    309.250
     0.540     1    33    326.681
     0.550     1    34    295.784
     0.480     1    35    339.302
     0.470     1    36    309.020
     0.470     1    37    295.701
     0.470     1    38    329.480
     0.620     1    39    288.918
     0.610     1    40    301.466
     0.560     1    41    353.731
     0.450     1    42    307.423
     0.500     1    43    349.169
     0.480     1    44    328.404
     0.470     1    45    348.854
     0.560     2     1    389.370
     0.500     2     2    316.724
     0.530     2     3    428.829
     0.480     2     4    295.965
     0.560     2     5    371.998
     0.520     2     6    289.565
     0.510     2     7    293.790
     0.490     2     8    246.833
     0.470     2     9    296.800
     0.570     2    10    552.730
     0.540     2    11    468.179
     0.490     2    12    279.696
     0.540     2    13    460.978
     0.520     2    14    530.758
     0.500     2    15    415.969
     0.460     2    16    359.463
     0.480     2    17    348.060
     0.500     2    18    463.283
     0.480     2    19    426.714
     0.500     2    20    313.603
     0.510     2    21    344.491
     0.480     2    22    395.206
     0.480     2    23    457.319
     0.480     2    24    411.802
     0.530     2    25    527.444
     0.510     2    26    402.841
     0.550     2    27    544.798
     0.540     2    28    558.848
     0.590     2    29    527.923
     0.580     2    30    489.713
     0.460     2    31    432.594
     0.470     2    32    367.419
     0.470     2    33    289.329
     0.450     2    34    246.686
     0.450     2    35    229.357
     0.580     2    36    416.496
     0.470     2    37    450.130
     0.470     2    38    412.357
     0.530     2    39    357.100
     0.500     2    40    284.522
     0.470     2    41    340.993
     0.550     2    42    449.190
     0.470     2    43    302.070
     0.470     2    44    379.741
     0.460     2    45    317.882
     0.480     3     1    986.401
     0.500     3     2   1148.484
     0.540     3     3   1849.548
     0.560     3     4   1048.840
     0.610     3     5   1120.176
     0.600     3     6    811.868
     0.490     3     7   1307.313
     0.560     3     8    742.382
     0.560     3     9    532.502
     0.530     3    10   1257.180
     0.520     3    11   1550.521
     0.540     3    12    782.127
     0.540     3    13    930.747
     0.500     3    14    895.980
     0.500     3    15   1380.401
     0.490     3    16    876.314
     0.540     3    17    876.659
     0.490     3    18   1284.067
     0.480     3    19    976.385
     0.510     3    20   1013.614
     0.540     3    21   1044.051
     0.480     3    22    629.219
     0.520     3    23    894.451
     0.550     3    24    993.302
     0.520     3    25   1118.495
     0.580     3    26    897.864
     0.650     3    27   1595.102
     0.530     3    28   1423.340
     0.580     3    29   1624.567
     0.530     3    30   1712.211
     0.500     3    31    582.478
     0.480     3    32    764.304
     0.510     3    33   1102.706
     0.580     3    34    811.465
     0.620     3    35    892.035
     0.560     3    36    898.224
     0.510     3    37   1134.606
     0.540     3    38    941.881
     0.500     3    39    954.238
     0.550     3    40   1129.026
     0.520     3    41    466.466
     0.500     3    42    598.421
     0.530     3    43   1007.816
     0.520     3    44   1207.665
     0.520     3    45    606.780
     0.500     4     1   1792.797
     0.460     4     2   2032.896
     0.570     4     3   1747.840
     0.680     4     4   1630.679
     0.500     4     5   1352.182
     0.640     4     6    752.723
     0.440     4     7   2226.107
     0.490     4     8   1467.591
     0.490     4     9   2325.051
     0.490     4    10   1596.790
     0.530     4    11   3125.086
     0.600     4    12   2254.586
     0.530     4    13   1272.683
     0.610     4    14   1644.573
     0.490     4    15   1034.105
     0.580     4    16   2019.831
     0.580     4    17   1692.690
     0.610     4    18   2467.920
     0.740     4    19   2134.900
     0.530     4    20   1540.284
     0.530     4    21   2102.750
     0.590     4    22   1134.662
     0.470     4    23   1469.965
     0.530     4    24   1287.466
     0.560     4    25   1285.390
     0.550     4    26   2208.392
     0.560     4    27   1956.533
     0.510     4    28   2899.504
     0.460     4    29   1832.022
     0.500     4    30   2175.749
     0.520     4    31   1571.769
     0.630     4    32   1591.035
     0.440     4    33   2590.268
     0.550     4    34   1559.501
     0.500     4    35   2016.501
     0.550     4    36   1229.514
     0.490     4    37   1085.946
     0.510     4    38   1459.812
     0.590     4    39   1403.689
     0.480     4    40   2362.333
     0.510     4    41   1564.637
     0.450     4    42   1992.407
     0.530     4    43   1369.418
     0.600     4    44   1246.963
     0.610     4    45   1059.298
     0.550     5     1    417.734
     0.540     5     2    613.647
     0.570     5     3    520.636
     0.540     5     4    940.656
     0.540     5     5    695.917
     0.530     5     6    302.284
     0.490     5     7    604.768
     0.530     5     8   1098.815
     0.530     5     9   1085.091
     0.600     5    10    436.540
     0.550     5    11    384.682
     0.570     5    12    717.187
     0.530     5    13    396.167
     0.460     5    14    473.124
     0.600     5    15    293.456
     0.540     5    16    812.393
     0.650     5    17    568.693
     0.590     5    18    625.793
     0.650     5    19    596.397
     0.570     5    20    533.447
     0.610     5    21    592.035
     0.530     5    22    466.421
     0.590     5    23    609.729
     0.570     5    24    447.353
     0.530     5    25    598.035
     0.660     5    26    548.756
     0.550     5    27    522.331
     0.620     5    28    348.669
     0.690     5    29    753.071
     0.560     5    30    400.816
     0.550     5    31    925.239
     0.510     5    32    852.765
     0.490     5    33    553.493
     0.580     5    34    764.792
     0.510     5    35    350.827
     0.580     5    36    709.858
     0.570     5    37    636.896
     0.510     5    38    740.495
     0.610     5    39   1017.785
     0.460     5    40    547.395
     0.520     5    41   1149.856
     0.530     5    42    878.545
     0.570     5    43    816.485
     0.540     5    44    455.182
     0.690     5    45    714.196
     0.560     6     1   1683.984
     0.530     6     2   1389.850
     0.560     6     3   1300.789
     0.590     6     4   1087.508
     0.550     6     5   1262.525
     0.500     6     6   1674.518
     0.510     6     7   1014.518
     0.570     6     8   1789.529
     0.680     6     9   1702.425
     0.550     6    10   1543.062
     0.550     6    11   1133.139
     0.490     6    12   1469.151
     0.500     6    13   1650.981
     0.480     6    14   2516.978
     0.590     6    15   1958.507
     0.590     6    16   1462.683
     0.490     6    17   1412.479
