Building time 2.380000

   Time       cl    pb      cost
    13.110     1     1   1504.750
    11.450     1     2   1481.585
    12.210     1     3   1656.469
    12.720     1     4   1625.435
    12.920     1     5   1601.768
    11.250     1     6   2185.926
    12.640     1     7   1837.223
    11.900     1     8   1770.959
    12.080     1     9   1741.853
    11.160     1    10   1696.762
    12.410     1    11   1867.563
    10.750     1    12   1709.531
    11.580     1    13   1472.920
    11.740     1    14   1981.477
    12.190     1    15   1932.326
    12.130     1    16   1941.127
    12.210     1    17   1866.352
    10.330     1    18   1569.669
    11.270     1    19   1633.157
    12.400     1    20   1735.248
    12.230     1    21   2223.282
    11.220     1    22   1828.603
    11.640     1    23   1736.461
    12.140     1    24   1928.167
    12.160     1    25   1730.634
    13.830     1    26   1653.925
    11.690     1    27   2124.528
    10.930     1    28   1552.279
    12.060     1    29   1486.195
    12.220     1    30   1800.016
    12.180     1    31   1612.878
    10.850     1    32   1855.108
    12.260     1    33   1729.751
    13.380     1    34   1852.987
    13.510     1    35   1584.140
    11.940     1    36   1606.728
    13.930     1    37   1596.363
    11.410     1    38   1630.383
    12.130     1    39   1645.514
    10.650     1    40   1665.003
    11.530     1    41   1920.182
    12.750     1    42   1560.731
    12.840     1    43   1524.607
    11.440     1    44   1603.063
    11.520     1    45   1883.981
    10.030     2     1   2864.231
    10.270     2     2   3996.614
    11.190     2     3   3399.572
    11.990     2     4   2326.612
    12.160     2     5   2951.558
    10.830     2     6   4012.117
    11.680     2     7   2545.822
    10.720     2     8   2179.054
    12.720     2     9   2632.817
     9.140     2    10   3311.135
     9.960     2    11   3693.502
    10.980     2    12   3469.747
    10.740     2    13   3766.159
    10.500     2    14   3260.910
    10.720     2    15   3395.886
    10.540     2    16   2800.627
    12.180     2    17   3307.305
    11.550     2    18   3077.381
    10.170     2    19   4557.742
     9.940     2    20   4648.253
    11.610     2    21   2526.400
    11.870     2    22   3935.383
     9.500     2    23   4034.438
    12.010     2    24   3560.832
    10.860     2    25   3260.467
    12.210     2    26   3522.899
    13.540     2    27   2694.132
    11.920     2    28   3705.348
    10.500     2    29   3200.513
    11.980     2    30   3246.449
    11.620     2    31   2331.442
     9.850     2    32   4551.645
    12.630     2    33   2898.849
    10.550     2    34   1589.751
    11.410     2    35   2197.260
    10.500     2    36   5035.884
    10.180     2    37   3229.007
    11.470     2    38   1874.207
    13.590     2    39   2029.035
    10.100     2    40   3765.052
    10.850     2    41   3703.750
    11.110     2    42   3823.056
    11.090     2    43   2835.669
    12.250     2    44   2415.253
    11.220     2    45   2197.159
    11.030     3     1   8395.627
    11.780     3     2   7141.553
    10.500     3     3   7704.306
    10.480     3     4   9697.985
    12.100     3     5  10351.902
    11.030     3     6   9325.698
    10.960     3     7  12521.953
    12.010     3     8   9414.028
     9.030     3     9  12542.472
    11.690     3    10   7553.130
    11.910     3    11  11830.348
    10.020     3    12  12957.854
    10.430     3    13  14002.673
    11.980     3    14  11896.070
    10.630     3    15   9755.762
    11.320     3    16  12940.388
    10.930     3    17  15210.247
    10.510     3    18  11449.404
     9.980     3    19   7248.822
    11.390     3    20   8825.368
    10.750     3    21   7673.549
    11.380     3    22   7541.837
    11.990     3    23   8200.595
    10.300     3    24  11190.839
     9.380     3    25  16219.870
     8.800     3    26  15570.012
    11.150     3    27  11701.147
    10.290     3    28  19744.776
    11.380     3    29   9125.160
    11.090     3    30   7176.645
     9.840     3    31   5187.278
    11.600     3    32   7043.902
    11.470     3    33   8999.554
    12.170     3    34   9049.301
     9.450     3    35  16188.903
    10.760     3    36   8493.738
    10.710     3    37   7047.483
     8.400     3    38   9759.731
     6.630     3    39  15112.788
    10.920     3    40   9915.132
    11.970     3    41   5660.935
    11.080     3    42  11250.457
    11.260     3    43  13020.540
     9.750     3    44  19508.128
    11.420     3    45   8868.198
     9.670     4     1  34313.986
    11.410     4     2  11478.781
     9.520     4     3  26779.264
    10.440     4     4  21526.051
     8.800     4     5  11287.271
    12.170     4     6  15402.657
    11.290     4     7  12427.648
    10.790     4     8  11947.133
    11.290     4     9  16182.321
     8.450     4    10  30035.194
    12.680     4    11  13375.253
    11.570     4    12  18645.204
     9.750     4    13  29975.417
     9.400     4    14  30309.320
     8.700     4    15  26942.575
     6.720     4    16  27372.714
     9.820     4    17  15748.550
    10.590     4    18  21463.911
    12.070     4    19  19623.282
    13.200     4    20  11044.414
    10.020     4    21  14153.124
    10.860     4    22   9807.386
    12.790     4    23   7497.687
    11.100     4    24  12141.995
     7.730     4    25  18338.903
     9.120     4    26  25521.987
    10.780     4    27  23970.518
    10.910     4    28  22053.837
    11.160     4    29  20156.616
     9.060     4    30  16725.772
    11.070     4    31  20452.001
     9.560     4    32  19847.445
    11.930     4    33  20397.190
    13.560     4    34  22139.268
    14.490     4    35   9453.455
    10.600     4    36  12023.949
    12.650     4    37   9883.905
    10.380     4    38   9870.538
    12.160     4    39  10826.859
    10.880     4    40  13568.462
    10.740     4    41  18279.993
    12.670     4    42  11595.641
    10.440     4    43  10609.956
    12.120     4    44   9627.830
     9.330     4    45  14781.552
    14.060     5     1   4392.810
    12.330     5     2   5302.700
     8.100     5     3   7322.528
    10.790     5     4   5357.001
    14.210     5     5   4775.848
    13.660     5     6   3472.225
    12.470     5     7   3226.728
    13.340     5     8   5468.086
    11.010     5     9   5043.181
    10.840     5    10   6879.388
     7.070     5    11  11583.072
     8.360     5    12   9298.135
     8.480     5    13   8845.958
    12.330     5    14   4717.485
    10.920     5    15   6211.136
    11.180     5    16   5993.201
    13.450     5    17   6424.821
    13.270     5    18   4983.669
    10.560     5    19   4371.031
    13.320     5    20   1987.857
    13.320     5    21   3116.024
     9.830     5    22   4720.697
    13.300     5    23   3884.645
    11.860     5    24   2538.181
    13.000     5    25   3258.631
    13.620     5    26   3736.259
    12.370     5    27   6415.978
    11.210     5    28   3753.750
    11.160     5    29   6679.544
    12.760     5    30   5393.137
    14.230     5    31   2945.804
    13.120     5    32   4865.134
    12.550     5    33   2748.708
    12.600     5    34   5577.345
    12.540     5    35   4015.606
    13.120     5    36   3416.789
    10.610     5    37   3630.846
    11.970     5    38   4572.899
    16.090     5    39   2696.050
    11.350     5    40   3248.380
    15.200     5    41   3763.895
    14.340     5    42   3408.367
    12.050     5    43   4927.087
     8.800     5    44   4374.100
    14.000     5    45   4878.092
    13.680     6     1   7542.260
    13.250     6     2  18377.071
    11.730     6     3  20390.857
    14.600     6     4   9499.383
    12.410     6     5  10006.244
    11.760     6     6  25378.434
    15.370     6     7  14226.834
    14.820     6     8  12956.620
    13.200     6     9  18173.236
    12.310     6    10  12968.443
    14.740     6    11  11941.304
    13.710     6    12   9590.957
    14.040     6    13   8095.791
    13.670     6    14  16960.526
    13.400     6    15  10644.426
    13.910     6    16  10618.131
    13.120     6    17  11843.221
    15.190     6    18  13195.059
    12.620     6    19  17891.723
    11.920     6    20  18217.490
    14.390     6    21  12854.349
    13.070     6    22  20644.817
    14.570     6    23   9852.762
    13.840     6    24   7143.338
    14.520     6    25  16465.743
    12.360     6    26  16883.200
    13.940     6    27  13942.625
    12.040     6    28  14543.853
    13.100     6    29  11778.565
    12.290     6    30   9576.325
    13.450     6    31   9227.213
    10.730     6    32  24252.568
    15.860     6    33  11103.685
    13.300     6    34  12689.674
    13.390     6    35  15277.855
    10.730     6    36  23926.618
    13.240     6    37  12770.985
    13.020     6    38  13446.189
    11.530     6    39  15501.663
    11.550     6    40  24653.850
    13.250     6    41  14552.604
    13.190     6    42  11201.699
    12.470     6    43  13037.884
    13.810     6    44  16820.314
    13.000     6    45   8381.343
    11.230     7     1   9048.466
    27.940     7     2   2855.191
    33.810     7     3   5171.788
    14.430     7     4   6318.349
    10.340     7     5   8922.622
    22.000     7     6   4457.294
    19.310     7     7   8213.072
    21.790     7     8   6652.492
    21.370     7     9   5951.182
     9.650     7    10  16370.240
    10.480     7    11  15514.761
    11.740     7    12   7973.238
     8.590     7    13  13245.778
     8.740     7    14  15208.458
     9.940     7    15   7038.432
    12.980     7    16  13391.491
    11.440     7    17  18102.634
    13.680     7    18  10854.765
    10.940     7    19  16067.789
    10.510     7    20  20259.696
    16.300     7    21   6067.029
    13.590     7    22  23368.500
    11.190     7    23  14197.996
    21.320     7    24   9029.688
    13.890     7    25  18955.350
    10.700     7    26  16069.477
    11.510     7    27  12731.872
     8.460     7    28  25692.174
     9.300     7    29  29364.655
    10.260     7    30  15230.466
     9.180     7    31  19507.138
     9.630     7    32  24673.646
    12.470     7    33  14683.554
    16.230     7    34  25562.849
    11.130     7    35  33276.520
     9.910     7    36  21092.532
     9.760     7    37  20250.488
     8.780     7    38  41657.002
     9.920     7    39  27495.320
     7.380     7    40  40265.548
     8.710     7    41  25647.452
    13.470     7    42   9122.221
     9.480     7    43  36531.267
     7.690     7    44  45369.591
     7.700     7    45  21231.241
     8.830     8     1  19200.000
    19.710     8     2   3408.000
     9.150     8     3  20676.000
    10.470     8     4  12375.586
    15.740     8     5  32768.000
     8.000     8     6  26616.805
    14.770     8     7  12431.375
    17.030     8     8  10944.000
     9.150     8     9   8194.000
     8.960     8    10  19200.000
    11.480     8    11   5037.811
    10.880     8    12  21288.975
    11.110     8    13  19873.250
    11.950     8    14  18685.931
     8.960     8    15   7088.480
    10.600     8    16  19331.375
    10.670     8    17  21150.000
    11.140     8    18  18250.905
    11.900     8    19  12531.273
    13.790     8    20  32768.000
    10.350     8    21  21663.918
    10.310     8    22  12461.125
    16.490     8    23  10988.000
    12.090     8    24   7931.556
     8.030     8    25  21098.437
     8.510     8    26  24242.361
    11.480     8    27  22526.814
     9.690     8    28   4731.979
    13.360     8    29  18652.344
    12.830     8    30  23340.764
    11.080     8    31  34104.944
    11.960     8    32  25366.479
    13.010     8    33  12616.511
    13.720     8    34  15523.358
    11.890     8    35  13827.931
    11.650     8    36  43453.779
     9.900     8    37  17647.875
    21.870     8    38  32768.000
     9.870     8    39  34016.000
     9.610     8    40  14260.997
     9.120     8    41  23714.599
    10.630     8    42  26555.192
    10.310     8    43  13234.188
    10.580     8    44  15337.889
    12.020     8    45  12733.333
     9.760     9     1   9667.593
    10.940     9     2  12109.803
    10.650     9     3   7785.940
    11.370     9     4   9233.875
     9.710     9     5  14279.376
    11.600     9     6  10710.546
    13.060     9     7   8571.272
    10.600     9     8  13937.144
    13.470     9     9  11498.096
    11.320     9    10   8497.427
    12.860     9    11   4859.146
    11.110     9    12   4883.095
     9.980     9    13   7037.543
    12.960     9    14   5589.020
    11.380     9    15   6071.263
     8.750     9    16  11523.502
    12.470     9    17   6878.269
    12.470     9    18   7168.059
    14.730     9    19   7191.216
     9.730     9    20  10332.207
    13.180     9    21   9946.652
    12.500     9    22   8514.223
    11.010     9    23  12670.078
    12.070     9    24  10358.188
    13.600     9    25   5642.253
    10.100     9    26   9230.832
    12.610     9    27   8081.789
    11.050     9    28   5393.704
    10.230     9    29  12165.120
    13.040     9    30   8631.294
    11.480     9    31   7223.516
    12.810     9    32   5628.511
    13.570     9    33   6584.438
    11.250     9    34   9991.200
    13.070     9    35   8638.220
    11.180     9    36   6818.197
    10.800     9    37   8282.367
     8.590     9    38  12677.103
    12.140     9    39   7208.140
    12.060     9    40   7155.204
    11.880     9    41   9923.200
    12.490     9    42   7774.771
     9.930     9    43  14275.637
    14.750     9    44   7518.977
    10.990     9    45  16463.291
    11.400    10     1    574.314
    11.820    10     2    816.445
    11.270    10     3    954.995
    10.420    10     4   1564.415
     9.240    10     5   1722.532
    10.440    10     6    953.863
    11.960    10     7   1222.899
     9.910    10     8   2136.697
    11.250    10     9   1834.356
    11.500    10    10    806.047
    12.290    10    11   1985.301
    11.330    10    12   1418.315
     9.920    10    13   2283.407
    11.890    10    14   1787.737
    11.640    10    15   1849.560
    10.130    10    16   2714.149
    11.290    10    17   4067.416
