IPMiter,CGiterx1000,time,maxfill,memory,ititer,diriter,objIPM
15,2.337,3.523755,2.53700068266414,323.76308631897,15,0,1113.09577709542
14,2.707,3.32368,2.53700068266414,323.582070350647,14,0,1100.20449267709
14,2.163,3.150081,2.53700068266414,323.973654747009,14,0,1226.79020908357
15,2.886,3.750213,2.53700068266414,323.840941429138,15,0,1227.71782790407
17,3.296,4.199277,2.53700068266414,323.899647712708,17,0,1152.5482087378
17,3.021,4.674539,2.53700068266414,324.895845413208,17,0,1546.99045780263
15,2.409,3.580462,2.53700068266414,324.481409072876,15,0,1367.74795040497
16,2.321,3.574932,2.53700068266414,324.562465667725,16,0,1337.62908065279
16,2.526,3.74474,2.53700068266414,324.824847221375,16,0,1359.02315476471
15,3.508,3.904185,2.53700068266414,324.751517295837,15,0,1282.77166300835
15,2.424,3.493723,2.53700068266414,324.144371986389,15,0,1391.5665170852
16,2.784,3.571799,2.53700068266414,324.789832115173,16,0,1230.59762292242
15,2.402,3.217371,2.53700068266414,323.942910194397,15,0,1085.11978132092
16,2.463,3.853615,2.53700068266414,324.982092857361,16,0,1504.32911775695
16,2.512,3.736463,2.53700068266414,324.868885993958,16,0,1482.37552388585
15,2.066,3.419123,2.53700068266414,325.140290260315,15,0,1501.1002601989
15,2.373,3.68183,2.53700068266414,325.522499084473,15,0,1405.38478576185
14,2.396,3.239873,2.53700068266414,323.784857749939,14,0,1149.11904981068
15,3.462,4.039589,2.53700068266414,323.817306518555,15,0,1185.26556481388
15,2.441,3.531854,2.53700068266414,324.305556297302,15,0,1289.86999469647
17,2.416,4.182633,2.53700068266414,325.026078224182,17,0,1643.92496276946
15,2.136,3.447136,2.53700068266414,324.41270160675,15,0,1372.9406813988
15,2.259,3.386169,2.53700068266414,324.276385307312,15,0,1322.94612354089
15,2.566,3.768198,2.53700068266414,324.58388710022,15,0,1481.586136204
15,1.936,3.246378,2.53700068266414,323.91005897522,15,0,1227.20386381715
15,2.367,3.425738,2.53700068266414,323.854920387268,15,0,1236.52460319781
14,2.146,3.565869,2.53700068266414,324.938571929932,14,0,1491.53815199797
14,2.881,3.693571,2.53700068266414,323.927739143372,14,0,1147.82843023738
15,2.622,3.574897,2.53700068266414,323.664012908936,15,0,1101.08796308717
14,2.334,3.12064,2.53700068266414,324.156638145447,14,0,1295.9285623493
15,2.268,3.367275,2.53700068266414,323.772820472717,15,0,1154.34934016035
15,2.795,3.60136,2.53700068266414,324.233454704285,15,0,1262.43007836783
14,2.096,3.248498,2.53700068266414,324.536756515503,14,0,1311.61481613512
15,2.259,3.511428,2.53700068266414,324.209775924683,15,0,1348.93312492197
14,2.276,3.276954,2.53700068266414,323.580299377441,14,0,1133.85764265394
15,2.934,3.62496,2.53700068266414,324.757529258728,15,0,1188.83369813056
15,1.997,3.185782,2.53700068266414,323.826083183289,15,0,1158.10333037797
12,1.926,2.867388,2.53700068266414,323.996250152588,12,0,1234.89456531662
14,2.006,3.227893,2.53700068266414,324.260330200195,14,0,1237.86591019801
14,3.065,3.582395,2.53700068266414,323.961940765381,14,0,1211.30973628212
15,2.486,3.657,2.53700068266414,324.3844165802,15,0,1386.31010710362
17,3.494,4.191891,2.53700068266414,324.764693260193,17,0,1136.21412768523
15,2.566,3.533099,2.53700068266414,323.835286140442,15,0,1125.50820877499
15,2.766,3.450469,2.53700068266414,324.762686729431,15,0,1182.78042441347
17,2.199,3.833228,2.53700068266414,325.298091888428,17,0,1304.86709937604
