IPMiter,CGiterx1000,time,maxfill,memory,ititer,diriter,objIPM
30,4.622,91.211487,1.83828652468912,4974.5291633606,30,0,11701.8715106736
42,6.412,143.490546,1.51389761381408,5047.33214950562,42,0,18311.0797374587
36,5.473,144.463036,2.20365336292722,5108.9568977356,36,0,19747.0242621752
36,5.639,132.468861,2.03921567458804,5053.70165061951,36,0,18361.4453767243
33,5.365,132.805402,2.69078356847917,5076.04534053802,33,0,17193.7065772803
41,6.476,160.359677,2.42775761939274,5119.61796379089,41,0,20943.4681545369
51,6.87,169.665019,1.55146934362603,5063.76454925537,51,0,17124.9990065577
30,4.543,92.448742,1.7477190694614,4961.30389213562,30,0,13621.3683906411
48,7.079,192.204374,2.27960963128433,5116.81726169586,48,0,25346.7846874524
36,5.247,122.011789,1.56430889056301,5067.75613689423,36,0,21296.6874662684
26,4.087,92.106726,2.35272218659406,5002.49806785583,26,0,23538.1368989213
36,5.44,136.429416,3.03924830613938,5069.16992282867,36,0,21666.9331113123
36,5.584,129.727362,2.00968710067325,5073.09564685822,36,0,19317.1818804088
33,4.996,123.283115,2.89743516006446,5070.44807052612,33,0,25716.0651159828
30,4.935,107.19439,2.55156157618439,5052.8849811554,30,0,17043.6799659458
33,5.025,106.037189,1.97611981352037,5013.36614322662,33,0,15956.5970152105
33,4.964,121.377668,1.9409485142661,5081.75213623047,33,0,29691.3648287722
21,3.59,64.135031,1.8815225852056,4951.03924560547,21,0,11346.6394397887
27,4.516,85.467573,1.67327890172032,4965.44271850586,27,0,10670.5420855865
27,4.262,84.190508,1.74738530382209,4980.1686964035,27,0,12969.3831451396
24,3.611,64.662745,1.66451159358789,4948.08803081512,24,0,10939.416332647
33,5.355,136.016011,1.47799992728677,5143.79339122772,33,0,20083.7795975657
33,5.223,112.731289,1.77479878700031,5024.16274356842,33,0,16621.5891009909
45,6.278,148.587938,1.4744819778475,5082.01161670685,45,0,18914.8724998159
30,5.073,92.891159,1.38977553664747,4980.89349842072,30,0,13097.031185978
33,4.95,105.522857,1.59422114596048,5016.09870147705,33,0,17104.8315322411
33,4.919,96.963638,1.60062229411428,5005.49662303925,33,0,14457.465136764
42,6.326,172.169445,2.77572543365693,5138.82579421997,42,0,24889.4247510002
33,5.263,112.983777,1.57507357744316,5056.82867717743,33,0,21283.1973932173
30,4.924,109.798757,2.34373733478601,5044.84603786469,30,0,19031.5938773714
32,5.037,110.001894,1.8314189986554,5029.45166492462,32,0,15379.5378656855
29,4.484,92.282995,1.86301274746338,4975.0142250061,29,0,13384.4258168333
38,5.879,134.089575,1.48465586974558,5064.10085105896,38,0,22149.6589244854
36,5.63,128.262831,1.98188844598718,5041.82077026367,36,0,19410.7597427464
33,5.448,122.253293,2.91206720728753,5050.48624801636,33,0,21015.1423112795
30,4.781,93.066472,1.30760660832125,5003.25014305115,30,0,14034.1644873182
42,6.59,139.592637,1.66289119120957,5047.20211791992,42,0,17234.6752331139
27,4.428,80.678592,1.85196570081248,4983.2534198761,27,0,13501.8800627632
33,5.047,117.411284,1.93560155892394,5035.45314502716,33,0,18886.1831120619
30,4.592,93.391746,1.53243650704722,5010.23043823242,30,0,17796.4973627129
27,4.115,86.341014,1.4933933773745,5025.99658870697,27,0,19905.2650615626
36,5.854,140.489989,1.97075125281317,5067.93239307404,36,0,22140.6458633087
27,4.116,91.126223,2.63565114696178,5045.48049354553,27,0,16560.1533172419
54,7.641,219.293737,2.72495208079036,5108.26553916931,54,0,28768.6274424348
42,6.61,158.633527,2.27169983264037,5071.23317909241,42,0,19997.3173968563
