IPMiter,CGiterx1000,time,maxfill,memory,ititer,diriter,objIPM
45,6.71,171.662654,1.71019427544248,5073.45047092438,45,0,3215.36495503349
42,6.449,150.339179,1.20945194490006,5098.14108753204,42,0,8005.30617553796
66,10.992,328.481254,2.53888295196636,5165.57912063599,66,0,6737.57232509204
51,8.46,245.650229,0.965297164660894,5283.39938831329,51,0,13417.908299075
53,9.229,293.566868,1.33458649417341,5374.61368179321,53,0,11457.2611430903
50,5.373,188.515225,0.857583989739091,5297.43019104004,50,0,15206.5570524863
50,6.188,241.80875,0.884077382371453,5461.52195072174,50,0,14526.3633442312
52,10.576,242.29094,0.81254797881065,5169.48452568054,52,0,9187.89725579483
51,8.315,283.591085,1.89785996624199,5341.06630325317,51,0,10280.2050332873
93,15.235,387.340395,1.54498996915052,5124.27568626404,93,0,14608.180109382
51,7.382,200.067682,1.71223113985734,5168.29130363464,51,0,16716.5711445756
74,9.714,305.919,1.02500396346697,5255.49843597412,74,0,18975.7740290164
74,11.082,349.713609,1.50270752474634,5353.82747650146,74,0,28030.9205275652
50,7.658,191.270338,0.802415062604898,5188.65745925903,50,0,16971.7331949936
50,7.74,229.474491,1.17984514466356,5268.82417201996,50,0,31849.5686947334
50,10.125,215.011914,0.657666566934315,5126.78473949432,50,0,7663.6973868496
59,15.415,455.34805,3.03434761333727,5182.49349689484,59,0,13569.507132102
36,7.979,177.24667,2.19323734193813,5052.85711193085,36,0,3608.49315724622
49,8.239,221.908201,1.23981791296346,5225.09783744812,49,0,19039.5205284787
70,10.791,427.642504,3.92721092915586,5364.61957836151,70,0,21935.4689099741
64,14.845,516.696386,0.977123494478563,5525.20650672913,64,0,18380.8137814362
63,9.588,312.002013,1.20558160450679,5303.30191802979,63,0,26004.4490772182
52,9.147,265.907858,0.72311294271628,5338.78080177307,52,0,9749.90073916007
47,8.552,225.513356,1.2764241064617,5188.77615642548,47,0,20530.6991644015
59,9.556,241.056995,0.652803124761596,5207.17962360382,59,0,17673.6913389065
49,7.556,244.406209,1.49029188997177,5286.7862739563,49,0,32919.5088124324
132,15.663,530.141803,0.828888339897391,5322.95314311981,132,0,18041.2937557528
66,9.146,313.397181,0.825110381064999,5338.64441013336,66,0,35246.1684886493
69,9.103,232.753736,0.652803124761596,5195.7660446167,69,0,9683.53889430297
58,7.914,224.267992,1.1231802322532,5203.35606193542,58,0,19972.374404851
44,10.527,257.206877,2.9520915185383,5079.92725086212,44,0,3932.01789452854
51,9.334,240.928613,1.22216185964678,5206.01159858704,51,0,18363.7031923629
55,11.974,344.83097,1.40478605026511,5280.10868263245,55,0,20173.4614038564
60,10.946,268.285547,0.652803124761596,5199.7119808197,60,0,13161.4325543127
60,9.116,269.663949,0.837312197226884,5317.88825130463,60,0,21476.0571696017
56,9.788,252.896207,0.764965514857339,5215.51903247833,56,0,15977.1690744643
41,6.556,217.038872,1.36054645779295,5578.71410274506,41,0,30628.9261388308
76,11.175,321.981253,0.666167160560345,5346.72520256042,76,0,12199.756314499
60,10.63,337.794017,1.49887368996987,5334.30498504639,60,0,23218.2087561866
39,7.921,149.633345,1.37618948709757,5027.84327125549,39,0,2800.58837190574
102,10.582,311.95851,0.652803124761596,5159.07977485657,102,0,11599.5416444048
69,10.415,315.189262,0.855213359684925,5311.95921325684,69,0,18739.6251383891
51,5.309,156.811468,0.814895513474596,5203.46724224091,51,0,11184.3791567025
60,10.492,280.206755,0.81383610557484,5256.5749797821,60,0,25373.8642587372
75,13.155,350.177786,1.70253927110352,5134.17498397827,75,0,3601.80396067414
