IPMiter,CGiterx1000,time,maxfill,memory,ititer,diriter,objIPM
36,6.01,107.14963,4.78295548281584,4865.53606033325,34,2,4125.09724795149
60,8.714,150.214294,0.745978869058972,4677.0785484314,60,0,10047.3182054482
84,12.69,253.38283,1.45687286032385,4683.57691860199,84,0,8501.64587499603
60,9.219,191.59495,0.660332221973222,4814.14567661285,60,0,18345.4889571681
67,21.968,970.02451,3.75243768118706,5295.22557735443,67,0,15274.206652938
57,7.964,195.445919,0.793292383468111,4910.35436725616,57,0,22442.6032492648
66,7.93,227.76644,1.38856116612946,4938.52484798431,66,0,21337.2823140127
57,8.762,171.347948,2.26646686422414,4747.98716163635,55,2,11293.2283433161
54,9.385,232.251408,1.73650513999085,4806.17029762268,54,0,13385.5887417377
51,10.204,162.334555,0.750310372244049,4726.59478664398,51,0,19263.6174785426
62,12.318,293.200372,3.09194230145713,4758.5844373703,62,0,21850.6177031241
64,9.974,199.611251,2.09028554246453,4770.14964866638,64,0,25344.0907899194
51,7.651,167.301402,1.25300240072856,4812.35708904266,51,0,36278.0113049035
86,10.927,353.859054,0.714384375238404,5078.58204078674,86,0,27558.8837787979
72,9.824,324.067126,0.714031239271819,5100.59220600128,72,0,50256.4815585478
45,7.458,120.269505,0.773834144701709,4708.14952659607,45,0,9247.8408976891
41,8.241,144.438695,1.32540048896666,4708.64746189117,41,0,17569.7344653338
46,6.204,130.818442,4.72801154948314,4853.45277690887,41,5,5128.82963301831
69,10.899,215.5095,0.688244863585215,4785.80261993408,69,0,25272.7514939816
48,7.784,183.500033,1.31688425007629,4851.85549354553,48,0,27689.6975735599
54,9.398,200.896354,0.782966509002136,4850.31404495239,54,0,24564.9643121368
54,8.485,229.450637,1.5901690224958,4930.80178833008,54,0,33391.744243298
73,23.42,404.732551,0.889506289098261,4802.73122692108,73,0,12057.2640427073
66,13.372,332.222503,0.809550793170201,4925.58699321747,66,0,28938.0908368172
53,9.427,169.239498,0.599300045773573,4793.11944961548,53,0,24680.8558674414
51,8.823,193.700769,1.27731886657957,4867.04650688171,51,0,44428.2505833805
65,9.386,244.491163,0.694961152063625,4920.24579238892,65,0,24874.7433880953
60,10.638,282.333251,2.02728951308361,4922.69889450073,60,0,46862.0613632362
69,11.507,191.124069,0.58313476264495,4737.87641429901,69,0,11505.4883175053
57,9.519,188.497944,0.831871370298673,4807.64266490936,57,0,27242.0254418414
48,6.239,155.393639,3.98002785155058,4783.2725353241,46,2,5381.22080944435
58,8.868,339.022398,0.707894570586665,5205.01108837128,58,0,28536.7080289208
63,10.732,326.279238,1.23577472964983,5047.22242259979,63,0,32026.5683082484
63,8.191,172.471176,0.624894208212542,4771.96289348602,63,0,16347.5094875174
57,12.724,265.879341,1.72196770936642,4811.12031078339,57,0,25920.205654829
84,11.463,368.412189,0.92010470108903,5017.4850025177,84,0,25479.1316105061
77,11.66,414.646259,1.63264219012244,5166.05387020111,77,0,49921.9621842424
62,7.879,151.088968,0.593316849681492,4775.68285083771,62,0,14653.9619752785
54,7.947,165.08198,0.944471827796002,4763.39440155029,54,0,28253.8095353513
53,12.788,240.85816,2.04771328816372,4699.30740261078,53,0,3897.91109810659
57,8.944,277.832842,0.533069171736726,5029.22875976562,57,0,16315.0279978167
78,10.468,325.472666,1.10109582411504,5008.61501121521,78,0,26815.1218645381
57,8.723,180.582521,0.449124878413946,4822.31665229797,57,0,14964.8381858152
57,8.59,264.38518,1.65947903355775,4988.09894943237,57,0,34917.1007184298
59,11.346,212.190703,1.12453317511253,4728.20374393463,59,0,5046.31465730937
